Baseball players playing a game at the park.	A basketball player, playing in the home coming game.	1.6
Cheap generics no panacea for India’s poorest	Cheap cancer drugs no cure for India's poorest	3.8
Box cutters were used as a weapon by the Sept. 11, 2001, hijackers and have since been banned as carry-on items.	Box cutters were the weapons used by the 19 hijackers in the Sept. 11, 2001, attacks.	3.4
Three people are by the water with yellow canoes.	Three people preparing to canoe.	3.0
A white dog runs along a rocky shoreline.	A dog jumps over a hurdle.	0.8
According to canon, Leia was an expert in combat, especially shooting (this is from EU books).	In real-world combat, most fire is used to suppress the enemy, not kill them.	0.6
"Sirius carries National Public Radio, although it doesn't include popular shows such as ""All Things Considered"" and ""Morning Edition."""	Sirius recently began carrying National Public Radio, a deal pooh-poohed by XM because it doesn't include popular shows like All Things Considered and Morning Edition.	3.4
The president is not really all that important for German people.	The function of the german president is almost just representative.	4.0
For the full 12-month period, high-speed cable modem connections increased by 49 percent.	For the full year period ending June 30, 2003, high-speed lines increased by 45 percent.	3.333
Basically, the rule is that you must play the ball, and not the man, until someone catches the ball.	It is fairly simple to understand, somewhat harder to referee.	1.2
A method used to calculate the distance between stars is 3 Dimensional trigonometry.	You only need two-dimensional trigonometry if you know the distances to the two stars and their angular separation.	2.0
You also imply you may not be paid if they cannot place you with a client.	You can do it, but you might not be a professor.	0.0
Given that the amount of shedding is normal, I don't think there's anything you can do to lessen it.	To reduce the amount of fur a cat malts over your furniture and clothes you could try a deshedder brush.	2.0
A man is playing a guitar.	A man is playing a flute.	1.5830000000000002
You can buy it on amazon for $5.	You can buy it on ebay for $25 and up.	2.0
You should do it.	You can do it, too.	1.0
Hope this is what you are looking for.	If what you are looking for is much higher, they get the picture.	1.0
EU ministers were invited to the conference but canceled because the union is closing talks on agricultural reform, said Gerry Kiely, a EU agriculture representative in Washington.	Gerry Kiely, a EU agriculture representative in Washington, said EU ministers were invited but canceled because the union is closing talks on agricultural reform.	5.0
Two white dogs are swimming in the water.	The birds are swimming in the water.	0.8
Police helicopter crashes into pub in Glasgow - several casualties	Helicopter crashes into roof of Glasgow club	4.0
Two tan and white dogs and one tan dog racing down the beach near the water.	Lady in a pink Tinkerbell jacket stands next to the railing and looks out at the water.	0.2
You don't need to know everything.	They just don't want you to know it.	1.0
A little girl peddling a scooter.	A girl is riding a scooter.	2.75
A man is dancing.	A man is speaking.	1.2
Gaza rockets lands in Ashkelon Coast area; none hurt	Rocket fired from Gaza damages home in Sderot; none hurt	3.0
the people are running a marathon	People are running a marathon	5.0
A woman is slicing big pepper.	A man is playing an instrument.	0.0
Some cyclists stop near a sign.	Two men stop to talk near a sign outside.	3.4
"""The economy, nonetheless, has yet to exhibit sustainable growth."	But the economy hasn't shown signs of sustainable growth.	4.75
Gunmen 'kill 10 tourists' in Kashmir	Gunmen kill four in Kenya church attack	2.2
A cat is eating some corn.	A cat is eating corn on the cob.	4.25
Kittens are eating food.	Kittens are eating from dishes.	4.0
U.S. troops encountered no resistance during the five-hour sweep near Tikrit, Saddam Hussein's hometown and the center of a region of Baath Party supporters.	Tikrit is Saddam Hussein's hometown and the region around it is known as a hotbed of Baath Party supporters and former high-ranking Iraqi military officials.	2.25
"""I can say I am being forced into exile by the world superpower,"" he said."	"""I am being forced into exile by the world's superpower,"" Taylor said in an address videotaped at his home."	3.0
A man is cutting a potato.	A woman is climbing a rock wall.	0.0
The girl with the blue bucket splashes beneath the pier.	The girl in the ski jacket is walking near the buildings.	0.4
Shinzo Abe Selected as Japan’s Prime Minister	Shinzo Abe is Japan's prime minister	4.2
"""Saddam is gone, but we want the (U.S.) occupation to end,"" said Hit resident Abu Qasim."	"""Saddam is gone, but we want the (U.S.) occupation to end."""	3.2
There's not a lot you can do about that.	I really do not think there is much you can do about that.	5.0
All we know is this : Distant objects are receding from us at a rate proportional to their distance from us.	The expansion of space means that objects in cosmological distances are receding away from each other.	3.4
London 2012 Olympics Opening Ceremony 'to feature a green and pleasant land'	London 2012 Olympics: Opening Ceremony to be a 'green and pleasant land', says Danny Boyle	4.2
Egypt's Coptic Pope Shenuda III dies	Egypt prepares to bury Coptic Pope Shenuda III	3.6
Here's a technique  I've developed without being aware of it: Multiple Browsers.	I agree with others that tracking your time is fundamental to the solution.	0.0
It depends on what you want to do next, and where you want to do it.	It depends on what and where you are going to do.	4.0
The man is riding a horse.	A woman is using a hoe.	0.0
England captain Andrew Strauss retires from professional cricket	England captain Strauss retires from cricket	4.8
Police official S.K. Tonapi told Reuters at least 40 people had been killed and more than 100 wounded.	State interior ministry spokesman Vasant Pitke told Reuters that at least 42 people had been killed and 112 injured.	1.8
International weapons experts leave Syria, Obama to make statement	Weapons experts leave Syria, U.S. prepares attack	2.8
A man is playing a flute.	A man is riding a scooter.	0.8
A quick research (1, 2) showed me that the concentration of caffeine seems to peak about 30-60mins after ingestion.	The issue is that it never becomes useful in its true meaning.	0.0
A woman is spreading mustard on a bread roll.	A kitten is playing with a woman's finger.	0.0
Publisher acquitted in privacy case	PBS publishes new guidelines on impartiality	0.4
A man puts some cheese on a pizza.	A man is sprinkling shredded cheese on a pizza.	4.2
Syria agrees to surrender chemical weapons	UK's Cameron: Syria, Russia must show chemical arms proposal is genuine	2.0
Three dogs playing in the snow while one dog wears a jacket.	Three dogs playing in the snow, with a city in the background.	3.4
Taylor's aides warn an abrupt departure could trigger more chaos, a view shared by many in Liberia and, in private, even by mediators.	His aides warn an abrupt departure could trigger more bloodshed, a view shared by many in Liberia.	3.6
To play golf, the first thing you need is a set of clubs.	Having fairly recently taken up the sport myself, I feel your discomfort.	1.2
Two black dogs are jumping and playing with a yellow tennis ball in the snow.	A brown dog and a black dog playing with a yellow soccer ball.	2.0
Man sitting on a bench drink from a mug surrounded by rugs.	A man is sitting on one of two red benches and staring into a kiosk.	2.2
Sculptor applying concrete to large statue of human figure standing with no head.	A person is standing in front of a building holding aloft some plywood	0.2
The ballerina is dancing.	A man is dancing.	1.75
A woman is taking a bath.	A woman is riding a horse.	0.5379999999999999
A brown and white dog is running through the snow.	a brown and white dog is running on the grass.	2.4
Absolute majority always defined by the institution, or the context.	In countries like India, when you have 2/3 of the seats of all parliament, you have absolute majority.	2.6
Stars form in star-formation regions, which itself develop from molecular clouds.	It may be possible for a solar system like ours to exist outside of a galaxy.	0.6
Sly Stallone's Sone Sage Found Dead in LA	Sylvester Stallone's Son Found Dead At Home	4.2
Nelson Mandela in Hospital for Tests	South Africa: Mandela in hospital for tests	4.6
Also at increased risk are those whose immune systems suppressed by medications or by diseases such as cancer, diabetes and AIDS.	Also at increased risk are those with suppressed immune systems due to illness or medicines.	4.0
Calif man pleads not guilty in girl kidnap case	Calif. man pleads not guilty in terrorism case	2.2
A group of people are at a convention waving American flags.	A crowd of people at an outdoor event	2.4
A woman stands in front of a building in the snow.	Two women and a baby pose in front of a dining room.	0.0
A group of four people in a dinner having cake.	Four people eating dessert around a table.	3.8
Green and white bird perched on tree branch.	Bird with a green head and white chest perched on a tree branch.	4.2
Tycoon claims win in Ukraine and promises to seek future in EU	Polling stations open at Ukrainian presidential election	0.0
Break the bulb into cloves, breaking off the bottom and the dry stick that goes up the middle.	lay down a knife horizontaly on the cloves and hit it.	1.6
A cat sleeps on purple sheet.	A black and white cat sleeps on a purple blanket.	4.0
A woman cuts up some vegetables.	A woman is placing skewered food onto a cooker.	1.0
Saudi gas truck blast kills at least 22	Nigeria church blast kills at least 12	0.6
Two people ride their bikes down a dirt road.	Two people riding their bikes on a hill.	3.4
Clean the urinated zone with vinegar (I used to do that when my feline daughter was a baby kitten).	Others have made some good suggestions about how to neutralize the odors in the area.	1.4
The men played follow the leader on the grass.	The rhino grazed on the grass.	1.0
A black dog is chasing two birds on the shore of the ocean.	A dog is running along the beach beside the ocean.	2.6
Yes, it's true that the apparent size of the Moon is 30 arcmin.	"When you gaze at the moon ""live"", you are not seeing a still image."	1.0
You may have to experiment and find what you like.	You have to find out what works for you.	5.0
Whatever you do, don't bite him back to show him that it hurts.	We always lightly bopped our kids on the mouth, therefore showing him that his mouth is what hurt you.	1.6
U.S. files espionage charges agains NSA leaker	US files espionage charges against Snowden over leaks	3.8
A man sitting on a bench looking at a dog on a leash sitting on sidewalk.	A women holds a small baby while sitting on a sofa.	0.0
A table is set with wine and dishes for two people.	A wooden table is set with candles, wine, and a purple plastic bowl.	2.6
It depends on what you want to do next, and where you want to do it.	It depends on what you want to be able to do.	3.0
Gov'ts, groups pledge millions for typhoon relief	Canada promises $5-million in typhoon relief	2.4
A person is boiling noodles.	A cat is licking a bottle.	0.0
A man sitting cross legged on the grass, with a tree in the background.	Ocean liner close to coast with houses in the background.	0.0
A white dog with light brown markings has a stick in his mouth and his paws in the snow.	A white dog holds a stick in its mouth while it runs through snow.	4.0
A woman wearing large sunglasses holds newspapers in both hands.	A fat woman wearing faint blue top is blowing soap bubble.	1.0
a dog runs through the long grass.	A dog lays down in the long green grass.	2.6
"""I feel that people that are sending these messages are infringing on my rights and everyone else's rights to use their computers,"" said McKechnie."	"The people who are sending these messages are infringing on my rights and everyone else's rights to use your computer,"" McKechnie said."	4.4
Israeli Leader Puts Off Evicting Settlers From Hebron House	Israeli army orders settlers out of Hebron house	1.6
'Fast &amp; Furious' star Paul Walker dies in car crash	Paul Walker dead: Fast and Furious star, 40, killed in car crash	4.8
Mr. Bush had sought to store his papers in his father's presidential library, where they would have stayed secret for a half-century.	In Texas, public watchdog groups opposed Mr. Bush's efforts to house his papers at his father's presidential library, where they would have remained secret for a half-century.	3.333
2 French Journalists Killed in Mali	Two French journalists killed in Mali	5.0
A man is pressing microwave buttons.	A man turns on the microwave.	2.75
The security official's backup couldn't fill in because he was on active military duty, Strutt said.	The security official's backup was on active duty, and the lottery association didn't have a replacement in New Jersey, Strutt said.	3.4
The governor is going to Jackson, where 13 of the state's 16 fatalities were reported.	The governor is going to Jackson, where 13 people were killed.	3.8
A man is pouring rice a roni into a pan.	A man poured ric-a-roni into a pan.	3.8
"""I started crying and yelling at him, 'What do you mean, what are you saying, why did you lie to me?'"""	Gulping for air, I started crying and yelling at him, 'What do you mean?	3.8
Manchester United Ticket Sales And Profit Down	Manchester United owner Malcolm Glazer dies at 85	0.6
A man reels in a fish.	A woman is pouring oil in a bowl.	0.0
The short answer is that yes, you can do this.	Speaking from my own experience, I would rather carry different ND filters that combine two polarisers.	0.0
A seated young woman in a hat is reading at a coffee shop.	a woman enjoying her reading at a coffee shop	4.4
A boy is riding a horse.	A monkey is riding a bus.	0.4
A man breaks cinder blocks on another man.	A woman breaks an egg into a pan.	0.8
The man is aiming a gun.	A boy is playing on a toy phone.	0.0
Delhi gang rape victim dies in Singapore hospital	Delhi gang rape victim flown to Singapore hospital	3.4
English works everywhere with people buying and selling things and in the hospitality and tourism busniness.	I traveled around Maharashtra (including Mumbai) and Andhra Pradesh and I had no problem getting by with just English.	2.8
A person is riding a motorcyle.	A person is chopping an onion.	0.4
Orange shares jumped as much as 15 percent.	France Telecom shares dropped 3.6 percent while Orange surged 13 percent.	2.0
A woman is applying makeup.	A man is playing a guitar.	0.0
A man holding a cat.	A man holding a dog.	3.0
Scores Killed In Egyptian Protests	Turkey's PM Warns Against Protests	1.2
Here is my advice based on my personal experience pumping breastmilk for twin boys for a full year.	I understand that the first 3 days are the most important, so much so it is vital you do it then.	0.4
It depends on what you want to do next, and where you want to do it.	I guess it depends on what you're going to do.	3.0
There are individuals who possess extraordinary memory ability, sometimes called eidetic memory.	There are many arguments for why this is not the case.	0.0
A man is spitting.	A man is talking.	0.8
The birds are swimming in the water.	Birds fly low over water.	1.8
We believe the report is fully consistent with what the courts have ruled ... that the department's actions are fully within the law.	Comstock said several federal courts have ruled that the detentions are fully within the law.	2.667
Sean Harrigan, president of the California Public Employees' Retirement System, also suggested paring down the NYSE's 27-member board, changing its composition and making it more accountable.	Sean Harrigan, president of the California Public Employees' Retirement System, also suggested paring the NYSE's 27-member board and allotting more seats to investors outside the securities industry.	3.4
A person is combing a cat hair.	A person is brushing a cat.	4.4
Women are running.	Two women are running.	3.824
A lady and her daughter look through a microscope.	A girl and a lady both looking through a microscope.	4.6
Singapore stocks end up 0.11 pct	Singapore stocks close 0.54 pct higher	2.2
This is a problem that the professor has to deal with.	This is a big problem.	1.0
A man is playing the guitar and singing.	A man sings with a guitar.	4.75
A deer jumps a fence.	A deer is jumping over a fence.	5.0
A man with glasses and two plastic bottles in the foreground.	A man talking with two water bottles sitting in front of him.	3.0
A wonderful woman I know has the Habenera bag by REI (link).	If you can settle on purple Nunatak and Feather Friends have good sleeping bags in those colors.	0.8
The technology-laced Nasdaq Composite Index .IXIC inched down 1 point, or 0.11 percent, to 1,650.	The broad Standard & Poor's 500 Index .SPX inched up 3 points, or 0.32 percent, to 970.	0.8
Train in a station.	a train in a station.	5.0
Two dogs are playing on the beach together.	Two black dogs are playing in a grass.	3.0
So it's important to have a basic understanding before you even get on skis.	Skiing is a sport where taking lessons pays off very quickly.	2.8
China detains city workers after fruit seller dies	Napthine takes the reins after Baillieu's leadership crumbles	0.0
Two kids are playing a game of Foosball.	The kids are playing a game with each other.	3.4
You don't have to know.	You don't have equipments/facilities to do research in B.	0.0
I disagree with Josh Bruce on some of his tips.	Research does indicate that sleeping after studying is a pretty good rule-of-thumb.	0.6
Kids are dancing on stage.	Some people are dancing on stage.	3.0
At CPAC, Mitt Romney Stresses Conservative Credentials	CPAC 2012: Mitt Romney Struggles to Connect with Conservative Base	3.2
The best thing you can do is to know your stuff.	The best thing you can do is find something else interesting to do while you wait on hold.	2.0
A woman is slicing some tuna.	A woman is cutting raw fish.	2.8
Erdogan's party submits plan for Turkish presidency	Erdogan's party aims for Turkish presidency	3.6
The brown dog is resting his head on a white pillow.	A tan dog is lying on a couch and has its head on a white pillow.	3.4
A man mixes vegetables in a pot.	A person is stirring vegetables in a pot.	3.75
Egyptians vote to pick president for first time	Egyptians wait for key presidential vote results	2.6
Two brown dogs chase each other in the snow.	Two brown dogs are playing with each other in the snow.	4.2
man on steps	A man sits on steps.	4.0
WorldCom's accounting problems came to light early last year, and the company filed for bankruptcy in July 2002, citing massive accounting irregularities.	WorldCom's financial troubles came to light last year and the company subsequently filed for bankruptcy in July, 2002.	3.857
A group of dark-skinned people are walking past barbed wire.	Two women are gossiping by a fence.	0.4
Iran, IAEA Officials Meet Ahead of March Nuclear Deadline	Iran, IAEA officials meet ahead of March nuclear deadline: ISNA	5.0
A woman posing by a pillar with a U2 sign.	"a woman is standing by a pillar where ""u2"" is written."	4.2
A woman is slicing fruit.	Two women are slicing some lemons.	2.0
A maintenance guy is repairing a net on a tennis court.	A man removing a tennis net.	2.4
Red-shirt leader calls not to oppose army	Oil rig spat: Beijing not to send army	0.6
Syria in ceasefire observers call	Syrian ceasefire brings uneasy calm	1.8
Two people sitting on a large motorcycle.	Two eagles sitting on a long branch.	0.4
Marc Garber, Whitley's attorney, had a different view.	"Whitley's attorney, Marc Garber, called the ruling ""a huge victory."""	1.75
There are no post-emergents that specifically kill crabgrass without killing lawn grass.	I brought an Ace product that kla crab grass and you can use it below 90 degrees.	1.8
I've had this same problem.	I had this same situation.	3.0
A sad man is jumping over a small stream to meet his companion on the other side.	A man is jumping over a stream to meet his companion on the other side.	3.8
You should have a consultation route with the school head which can lead to direct consultation with a health professional.	It is always difficult when parents refuse to see what seems obvious to a teacher.	0.8
The man is playing the guitar.	The man is peeling a potato.	0.583
A black dog looking at the camera.	The black and white bull is looking at the camera.	2.0
I'm facing a similar situation; being Danish and living in (German-speaking) Austria.	An alternative would be to expose her solely or additionally to Hindi in daycare.	0.0
Cats (and all animals in general) do not understand the concepts of order or tidiness.	They don't intend to leave those items around the house or untidy the house.	1.8
A black and white photo of an old train station.	A black and white photo of a cat sitting on a sofa.	0.8
Denver shooting: Police to detonate devices in suspect's home	Police to detonate devices in Colorado shooting suspect's home	4.6
A cat standing on tree branches.	A black and white cat is high up on tree branches.	3.6
The Cradle of Liberty Council isn't the first one to buck the national group's stance.	Philadelphia's council is not the first to defy the national policy.	3.4
CBN reiterates plan to phase out polymer notes	Nigeria announces plans to change polymer Naira notes	2.2
A black and white cat is high up on tree branches.	Black and white lamb with tag in right ear.	0.8
Deaths in rollover crashes accounted for 82 percent of the number of traffic deaths in 2002, the agency says.	Fatalities in rollover crashes accounted for 82 percent of the increase in 2002, NHTSA said.	3.25
A band is performing on a stage.	A band is playing onstage.	5.0
Putin Declares Victory in Russia Presidential Vote	Complaints in Russian election mount	1.0
Brown and black dogs on snow, showing teeth and barking at each other.	A black dog fighting with a brown dog in the snow.	3.4
Critics say Putin’s security restrictions violate rights	Putin's security decree for Sochi draws ire of critics	3.2
A man is cycling.	A man is talking.	0.6
A cat plays in his water.	The cat fished a straw out ouf his water dish.	3.5
I don't have direct experience with bettas, but I've never heard that pairs will work long-term in any male/female combination.	Bettas are highly territorial and no matter what sexes you keep together they will fight.	2.6
You can use it, too.	You can still use it for practice.	2.0
The 6th U.S. Circuit Court of Appeals on Wednesday ruled that an Ohio law banning a controversial late-term abortion method passes constitutional muster and the state can enforce it.	An Ohio law that bans a controversial late-term abortion procedure is constitutionally acceptable and the state can enforce it, a federal appeals court ruled yesterday.	4.2
A man is playing a harp.	A man is playing a keyboard.	1.5
Calls for more Egypt protests	Death toll from Egypt protests rises to 49	1.4
Many football players sitting on the ground.	A dog rolls on the ground.	0.0
A young Asian girl is applying eyeliner.	A girl is putting on eye makeup.	2.4
The bird is sitting on the branch.	A red and brown bird is perched on branches.	3.2
A woman is talking to her pet bunny as she fondles it.	A woman walks her dog onto astro turf.	0.4
Yes it is common!	The simple answer is yes!	3.0
Two dogs are running on the grass in front of the trees.	A brown dog is running on the grass in front of some trees.	2.8
Our daughter has always loved her bath, but coming out... not so much.	My wife and I originally had the same problem with our newborn twins fussing when bath time was over.	2.8
The Nasdaq composite index advanced 20.59, or 1.3 percent, to 1,616.50, after gaining 5.7 percent last week.	The technology-laced Nasdaq Composite Index <.IXIC> climbed 19.11 points, or 1.2 percent, to 1,615.02.	2.0
The polar bears fought over the kill.	Polar bears are fighting each other.	3.4
Black and white photo of a girl on a sofa.	a black and white photo of a cow under a tree.	1.2
Singapore stocks end up 0.11 pct	Singapore stocks end down 0.45%	1.6
She was taken by ambulance to Charing Cross Hospital in Hammersmith.	She was taken to Charing Cross Hospital, where she remained critically ill last night.	2.8
New video shows US police officers beating mentally-ill man	New York police officer critically wounded in hatchet attack	0.0
"""City-grown pollution, and ozone in particular, is tougher on country trees,"" says Cornell University ecologist Jillian Gregg."	"""I know this sounds counterintuitive, but it's true: City-grown pollution -- and ozone in particular -- is tougher on country trees,"" U.S. ecologist Jillian Gregg said."	3.6
No, nothing in the Patient Protection and Affordable Care Act grants the President transitional authority.	"There is always ""transitional authority"" by virtue of the writing of regulations."	2.0
I've located an article that might be of some help: http://www.dsattorney.com/qa-pseudonyms-in-contracts/	I found some link that might be of help to you:	3.0
Queen pays tribute to Nelson Mandela	US presidents pay tribute to Mandela	1.6
Iran official: US visa denial to Iranian envoy will not affect nuke talks	Iranian negotiator upbeat about latest nuclear talks	2.6
Iran, powers set for high-stakes nuclear talks	U.S., Iran prepare for Istanbul nuclear talks	3.2
A monkey is playing drums.	Someone in a gorilla costume is playing a set of drums.	2.5
a girl with vases in the background inside her house	The girl is standing as the other girl with glasses works on her hand painting.	0.2
Asiana jet crash lands at San Francisco airport	Plane crash lands at San Francisco airport	3.6
A group of people stand in the sand looking out at the water.	A group of people are standing on the beach in front of some boats.	3.2
A turtle walks over the ground.	A large turtle crawls in the grass.	3.75
Red double decker bus driving down a street.	A red two story bus driving along the street.	3.8
On health care, the NDP says there will be no privatization and no health-care premiums.	The New Democrats also renewed their commitment to no health-care privatization and no premiums.	4.6
The man is trying to feed the snake with a mouse.	A man is working on his laptop.	0.8
Running downhill is the BEST way to strengthen your quad muscles.	Additionally often people will think a downhill marathon is easier, but in fact, is often harder than an uphill marathon.	2.0
Three men are doing same dance in the street.	Three shirtless men are dancing in the street.	3.8
Lebanon businesses strike in protest at political impasse	Tunisia president says confident can overcome political crisis	0.6
Lee Janzen, who was tied atop the leaderboard with five holes left, finished with a 68 and tied for sixth.	Lee Janzen, tied atop the leaderboard with five holes left, finished with a 68 to tie for sixth with Bob Crane (67) at 269.	3.25
A pile of used wooden building materials with a chair on top.	Pile of wooden debris with chair on top.	4.0
Oh friend, I have been down this miserable road just like you.	Yes, it is accepted practice to wash new Semi-Static rope (or Single Rope Technique/SRT Rope as it is known by cavers).	0.0
The answers so far are already good, but I'd like to add a map for Switzerland:	You have a lot of answers already, but I'd like to add Curries as another solutions.	0.0
A man is slicing open a fish.	A man is cutting up a fish.	4.4
A black and white dog is running in a grassy garden surrounded by a white fence.	A black and white dog is jumping over a hurdle.	2.2
Funeral of Oscar Pistorius' girlfriend Reeva Steenkamp takes place	Oscar Pistorius 'shot Steenkamp in bathroom'	1.6
House blaze kills 7 in northern Pakistan	US drone strike kills 8 in NW Pakistan	1.4
After 9/11, Connolly said, agents spent thousands of hours investigating al-Bayoumi.	Connolly said FBI agents in San Diego and abroad spent thousands of hours investigating al-Bayoumi.	3.0
Bremer, 61, is a onetime assistant to former Secretaries of State William P. Rogers and Henry Kissinger and was ambassador-at-large for counterterrorism from 1986 to 1989.	Bremer, 61, is a former assistant to former Secretaries of State William P. Rogers and Henry Kissinger.	3.0
A child is playing a computer game.	A boy is playing a game on a laptop.	3.091
A man is cleaning a fish on a kitchen counter.	A man is playing a flute.	0.8
"""This decision is clearly incorrect,"" FTC Chairman Timothy Muris said in a written statement."	"The decision is ""clearly incorrect,"" FTC Chairman Tim Muris said."	4.0
A hockey player looks intently downward.	A hockey player during a game.	2.0
The blaze then spread to several surrounding structures on the property and destroyed them.	The fire spread to several surrounding structures on the property and destroyed them as deputies held back firefighters.	4.0
Dixon was otherwise the class of the field at Pikes Peak International Raceway.	Scott Dixon eventually made winning the Honda Indy 225 look easy Sunday at Pikes Peak International Raceway.	2.8
On Monday, the Dow declined 5.25, or 0.1 percent, at 8,983.80, having shed 2.3 percent last week.	In early trading, the Dow Jones industrial average was down 39.94, or 0.4 percent, at 8,945.50, having slipped 3.61 points Monday.	1.6
The # 2 greyhound dog is running around a track.	a muzzled greyhound dog is running around a track	4.0
A woman is cutting some fish.	A woman is cutting tofu.	2.2
Martin, 58, will be freed today after serving two thirds of his five-year sentence for the manslaughter of 16-year-old Fred Barras.	Martin served two thirds of a five-year sentence for the manslaughter of Barras and for wounding Fearon.	3.0
The Bush administration blames Hussein loyalists and foreign Muslim militants who have entered Iraq to fight U.S. troops for the wave of bombings and guerrilla attacks.	The Bush administration blames the wave of bombings and guerrilla attacks on Saddam loyalists and foreign Muslim militants who have entered Iraq to fight U.S. troops.	5.0
In general there are a number of different distinct workflows that lead to a poster.	For completeness, Apple's Pages has quite a few nice poster layouts.	0.6
A moped in front of steps of ruins.	A moped in front of ruins.	4.4
If you don't want to pay for Adobe Acrobat Pro, as @schultem mentions, LaTeX can do this with embedded hyperlinks.	If you don't mind hosting your files online, SlideShare is a good solution.	0.8
A group of people are sitting at at a beach on towels watching the Blue Angels.	A group of people are sitting at a beach watching the Blue Angels.	4.2
A man is cutting paper with a sword.	A woman is cutting a tomato.	0.6
A woman leading a white horse.	A man in a tux on a white horse.	2.0
This is not a good idea.	This is probably not a good idea but I will suggest it anyhow.	2.0
Annan urges end to Syria violence, minister defects	Annan urges end to Syrian violence	3.8
A group of peoples posing in fur hats.	A group of cyclists in green and white with spectators looking on.	0.0
Thistle is classified as a noxious weed in most places and must be controlled.	I've got the same problem, where there are fields of dandelions just beyond the borders of my gardens.	1.6
A parrot is talking.	A parrot is talking into a microphone.	3.0
A man and a woman watch two dogs.	A man in a maroon bathing suit swings on a rope on a lake.	0.4
A man is putting garlic on some bread slices.	A man is sprinkling seasoning on several split and buttered loaves of bread.	2.0
British teenager killed in fall from Magaluf hotel	British teenager killed in Magaluf hotel fall	5.0
A white dog is running through the water at a beach	A white dog is running through the water onto the shore.	4.6
a group of navy seals are singing	A group of military personnel are playing in a brass quintet.	2.4
Currently I've got a fairly close to purely digital GTD setup, although this could do with some refinements and tweaks.	My GTD system is effectively 100 percent electronic--as described in detail here.	3.4
An office with multiple desks and green walls.	Small office space with bright green walls.	4.0
the back of a stop sign with many stickers on it.	The back of a sign with stickers on.	3.8
A federal appeals court ruled Tuesday that the government was free to withhold the names of more than 700 people detained in the aftermath of Sept. 11, 2001.	A federal appeals court ruled Tuesday that the U.S. government can withhold the names of people detained as part of the September 11 investigation, reversing a lower court decision.	3.6
I think you need to apply a little statistical thinking to this.	One general key to not feeling dejected is to avoid comparing yourself to others.	0.0
Six children are cleaning a room.	Two male children cleaning up leaves in a parking lot.	1.6
You are on the right path.	You are right on the mark.	4.0
You are on the right path.	You're right on about the sample definition.	0.0
A man is seasoning some carrots.	A woman is slicing garlic.	0.8
You should do it.	You should do what it says.	3.0
"""We hope all parties will continue to make efforts and continue the process of dialogue,"" the Chinese Foreign Ministry said in a statement."	"China's foreign ministry said: ""We hope all parties will continue to make efforts and continue the process of dialogue."""	5.0
Not a good beginning: Hollande's plane hit by lightning en route to Berlin	French President Francois Hollande's plane hit by lightning en route to Berlin	4.4
Spurs get revenge on Lakers, lead West	Abduct Israelis to free prisoners, Gaza leaders say	0.0
I have the same thing.	I had the same problem as you.	3.0
A bag of cotton in front of a couch.	Calico cat sitting on step in front of a door.	0.0
First, double-check the dog's body language to make sure that it is truly aggressive.	First, you should realize that this is not you or your dog's problem.	1.6
One killed, 40 injured in Mexico candy factory blast	Three killed, 21 injured in two road mishaps	0.8
Gov. Linda Lingle and members of her staff were at the Navy base and watched the launch.	Gov. Linda Lingle and other dignitaries are scheduled to be at the base to watch the launch.	3.5
A group of black people in front of a building with a moped.	A group of people are outside a decrepit building.	2.8
I've had this same problem.	I had this same problem.	5.0
A man running on a track.	a man running track	5.0
The Note's Must-Reads for Friday, December 6, 2013	The Note's Must-Reads for Friday, July 12, 2013	1.8
the man is planning to shoot a wedding	the woman is going to a wedding.	1.4
Canada approves oil pipeline to the Pacific Coast	Canadian government approves controversial oil pipeline to Pacific	4.8
If your long stay visa for Switzerland is valid, then you will not need a transit visa.	You do not need a transit visa, but to enter Zurich you will need a visa.	2.0
Strong new quake hits shattered Pak region	6.8 quake in shattered Pakistan region	4.4
It rather depends on which country you're in.	That depends on which country you are in.	5.0
N Korea postpones family reunions	North Korea postpones war-torn family unions	3.8
Pussy Riot member Alyokhina released from jail in Russia	Pussy Riot member Maria Alyokhina freed from jail	4.4
You can use it, too.	Yes, you can do it.	3.0
It is more deciding what you should do and what you should get others to do.	Point is: know what you want and don't be afraid to ask for it.	0.0
A man is erasing a chalk board.	A woman is dancing, and singing.	0.364
An elderly woman catches a ride on the back of the bicycle.	The boats are on the water located in front of the mountain.	0.0
The BlueCore3-Multimedia includes a 16-bit stereo audio CODEC with dual ADC and DAC for stereo audio.	BlueCore3-Multimedia contains an open platform DSP co-processor and also includes a 16-bit stereo audio codec with dual ADC and DAC for stereo audio.	3.6
Blond woman in a tunnel.	The couple kissing is near a blond woman.	1.6
Kardashian Divorce Ready for Trial	Hard-hit hotels ready for price war	0.0
David Weber's The War God's Own has some lengthy travel scenes in it which he does quite well.	One thing that should be used as a seasoning in Odyssey tales is the idea of the false destination.	0.2
A man sitting on the floor plays a guitar.	A man sitting on the floor in a room is strumming a guitar.	4.8
This depends on the shelf life of the cultivar of tomato you purchased.	Tomatoes will last longer if kept in the fridge, but I actually recommend against keeping them there.	2.0
"So was Edie Falco, the critically praised co-star of ""Frankie and Johnny."""	"Edie Falco was not nominated for ""Frankie and Johnny."""	2.4
6.4-magnitude quake strikes off Indonesia	6.9-magnitude quake strikes off Russia's Kuril Islands	1.0
